amazon,02-02-2024 12:41,1706855389-11,"Principal, Product Mgmt - Tech, Amazon",https://amazon.jobs/en/jobs/2544929/principal-product-mgmt-tech-amazon,"Jaipur, RJ, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 29, 2024(Updated 23 minutes ago)",,"- Experience owning/driving roadmap strategy and definition.
- Experience with feature delivery and tradeoffs of a product
- Experience technical product management
- 10+ years of end-to-end product delivery experience
- Manage a portfolio of products by evaluating the business and competitive landscape, understanding customer needs and value drivers.
- Establish product goals and develop roadmap. Assess product development efforts, including research, requirements definition, metrics analysis, technical specifications, development, and launch efforts.
- Work cross-functionally to manage bottlenecks, provide escalation management, anticipate, and make trade-offs, balance the business needs versus technical constraints, and maximize business benefit while building great customer experiences.
- Measure and analyze existing products for opportunities to innovate and improve, providing additional benefits to customers.
- Willingness to roll up your sleeves and do whatever is necessary; general manager / owner mentality and an entrepreneurial drive; demonstrated ability to have fun and inspire team members to enjoy work, be action-oriented, and stretch their imagination.","In Tax Engine Services group of eCommerce Services Foundation org, we build what is possibly the world’s largest and most complex setup of compliance platforms. With growing scrutiny on transactions by regulatory bodies around the world and tremendous growth in Amazon’s global footprint, we have the task of ensuring that Amazon remains compliant with every single tax legislation for every business Amazon runs globally. Our platforms support Indirect taxes and fees imposed on products and services sold on Amazon properties worth hundreds of Billions of dollars every year. The team owns over 50 services, ingests billions of products & services launched around the globe, maintains hundreds of millions of rules, generates billions of downstream calls every day as it performs billions of calculations and generates billions of invoices. 

At Amazon’s Tax Engine services team, we build what is possibly the world’s largest and most complex setup of Tax software. With growth in taxing eCommerce transactions by regulatory bodies around the world and tremendous growth in Amazon’s global footprint, we have the task of ensuring that Amazon remains compliant with every single tax legislation for every business Amazon runs on this planet. The taxes we care about are the in-direct taxes and fee imposed on products and services sold on Amazon properties worth hundreds of Billions of dollars every year. The team owns over 50 services, ingests billions of products and services launched around the globe, maintains hundreds of millions of rules, generates trillions of downstream calls as it performs billions of calculations and generates billions of invoices. There is no set precedence for what this team is tasked to build. If you are familiar with the lego blocks analogy - most software teams are usually tasked with putting lego blocks together and very few are tasked with designing the new lego blocks to suite a use case. This team is designing new lego blocks with the vision of benefiting Amazon and its customers, so you everybody in the world doesn’t have to. If you are up for solving some real hard computer science problems and designing some new lego blocks which could possibly be written in history, then you have found the right team to work for.

Our team is over 300 people spread across the west coast of USA with a team in India. Each team has it’s own charter and product area to focus on. The unique perspective you will gain by being on this team is also that you will interact with and learn about almost every business case that Amazon supports. You do not have to be a Tax expert, you just have to be an expert in designing great products, navigating complex use cases, partnering with some of the best talent in software development to build plans, avoid pit falls and execute flawlessly. 

We are open to hiring candidates to work out of one of the following locations:

Banagalore, KA, IND","- A strong desire to work in a fast-paced dynamic environment.
- Experience working directly with Engineers on product enhancements.
- Experience in project management methodologies, business analysis, or process improvement.
- Strong technical acumen and understanding of emerging disruptive technologies.
- Experience leading complex device-oriented products.
- Lead and mentor other technical product managers.",,,-
amazon,02-02-2024 12:41,1706855392-12,"Technical Program Manager-III, Tax Services",https://amazon.jobs/en/jobs/2544931/technical-program-manager-iii-tax-services,"Bangalore, KA, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 25, 2024(Updated 25 minutes ago)",,#NAME?,"Would you like to   work on one of the world's largest transactional distributed systems?        
 
        How about working with customers and   peers from the entire  range of Amazon's business on cool new features?   Whether you're  passionate about building highly scalable and reliable systems   or a  software developer who likes to solve business problems, Tax Services is  the place for you.        
 
       Tax Services responsible for  the tax   calculation platform, we provide the core services that  calculate the   accurate amount of transactional taxes (sales tax and  VAT) on Amazon. We   thrive on providing the correct tax amounts to the  customer at order time, and   make sure audit records are stored safely  to meet tax law requirements around   the globe. Our challenges include  staying on top of the complex and   ever-changing global tax rates and  laws as well as computing calculations   correctly and quickly,  thousands of times a second, and each one needs to be   right.        
        We are looking for software engineers who   thrive on complex  problems and relish the challenge of operating complex and   mission  critical systems under extreme loads. Our systems manage hundreds of    millions of records, and responds to millions of service requests per    minute. 
 
Ã‚ Do you think you are up to the challenge? Or would you like to   learn more and stretch your skills and career?  
 
 
We are looking for an experienced, customer obsessed Technical Program  Manager who is able to collaborate effectively with a technical team and  be responsible for key aspects of the software customer experience on a  new consumer service. In this role you, will lead the definition, and  shepherd the development, of new features as well as important  optimizations to the service. The role is inherently cross-functional:  you will work closely with a high-energy team of software engineers,  program managers, user experience designers, marketers, customer service  leads as well as internal & external product stakeholders across  the company. This role is a good fit for someone who thrives in a  dynamic environment, is both creative and technical, and who is  sensitive to (or understands) the diverse perspectives of stakeholders  and works with them to resolve differences. 

We are open to hiring candidates to work out of one of the following locations:

Banagalore, KA, IND","- 5+ years of project management disciplines including scope, schedule, budget, quality, along with risk and critical path management experience
- Experience managing projects across cross functional teams, building sustainable processes and coordinating release schedules
- Experience defining KPI's/SLA's used to drive multi-million dollar businesses and reporting to senior leadership",,,
amazon,02-02-2024 12:41,1706855394-13,"Product Manager – Technical, Amazon",https://amazon.jobs/en/jobs/2544934/product-manager-technical-amazon,"Bangalore, KA, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 29, 2024(Updated 37 minutes ago)",,"- Bachelor's degree
- Experience owning/driving roadmap strategy and definition
- Experience with feature delivery and tradeoffs of a product
- Experience contributing to engineering discussions around technology decisions and strategy related to a product
- Experience managing technical products or online services
- Experience in representing and advocating for a variety of critical customers and stakeholders during executive-level prioritization and planning
- 7+ years of end to end product delivery experience","In Tax Engine Services group of eCommerce Services Foundation org, we build what is possibly the world’s largest and most complex setup of compliance platforms. With growing scrutiny on transactions by regulatory bodies around the world and tremendous growth in Amazon’s global footprint, we have the task of ensuring that Amazon remains compliant with every single tax legislation for every business Amazon runs globally. Our platforms support Indirect taxes and fees imposed on products and services sold on Amazon properties worth hundreds of Billions of dollars every year. The team owns over 50 services, ingests billions of products & services launched around the globe, maintains hundreds of millions of rules, generates billions of downstream calls every day as it performs billions of calculations and generates billions of invoices. 

At Amazon’s Tax Engine services team, we build what is possibly the world’s largest and most complex setup of Tax software. With growth in taxing eCommerce transactions by regulatory bodies around the world and tremendous growth in Amazon’s global footprint, we have the task of ensuring that Amazon remains compliant with every single tax legislation for every business Amazon runs on this planet. The taxes we care about are the in-direct taxes and fee imposed on products and services sold on Amazon properties worth hundreds of Billions of dollars every year. The team owns over 50 services, ingests billions of products and services launched around the globe, maintains hundreds of millions of rules, generates trillions of downstream calls as it performs billions of calculations and generates billions of invoices. There is no set precedence for what this team is tasked to build. If you are familiar with the lego blocks analogy - most software teams are usually tasked with putting lego blocks together and very few are tasked with designing the new lego blocks to suite a use case. This team is designing new lego blocks with the vision of benefiting Amazon and its customers, so you everybody in the world doesn’t have to. If you are up for solving some real hard computer science problems and designing some new lego blocks which could possibly be written in history, then you have found the right team to work for.

Our team is over 300 people spread across the west coast of USA with a team in India. Each team has it’s own charter and product area to focus on. The unique perspective you will gain by being on this team is also that you will interact with and learn about almost every business case that Amazon supports. You do not have to be a Tax expert, you just have to be an expert in designing great products, navigating complex use cases, partnering with some of the best talent in software development to build plans, avoid pit falls and execute flawlessly. 

We are open to hiring candidates to work out of one of the following locations:

Banagalore, KA, IND","- Experience in using analytical tools, such as Tableau, Qlikview, QuickSight
- A strong desire to work in a fast-paced dynamic environment.
- Experience working directly with Engineers on product enhancements.
- Experience in project management methodologies, business analysis, or process improvement.
- Strong technical acumen and understanding of emerging disruptive technologies.
- Experience leading complex device-oriented products.
- Lead and mentor junior technical product managers.",,,
amazon,02-02-2024 12:41,1706855397-14,"Technical Program Manager-III, Tax Services",https://amazon.jobs/en/jobs/2544933/technical-program-manager-iii-tax-services,"Gurgaon, HR, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 10, 2024(Updated 39 minutes ago)",,#NAME?,"Would you like to   work on one of the world's largest transactional distributed systems?        
 
        How about working with customers and   peers from the entire  range of Amazon's business on cool new features?   Whether you're  passionate about building highly scalable and reliable systems   or a  software developer who likes to solve business problems, Tax Services is  the place for you.        
 
       Tax Services responsible for  the tax   calculation platform, we provide the core services that  calculate the   accurate amount of transactional taxes (sales tax and  VAT) on Amazon. We   thrive on providing the correct tax amounts to the  customer at order time, and   make sure audit records are stored safely  to meet tax law requirements around   the globe. Our challenges include  staying on top of the complex and   ever-changing global tax rates and  laws as well as computing calculations   correctly and quickly,  thousands of times a second, and each one needs to be   right.        
        We are looking for software engineers who   thrive on complex  problems and relish the challenge of operating complex and   mission  critical systems under extreme loads. Our systems manage hundreds of    millions of records, and responds to millions of service requests per    minute. 
 
Ã‚ Do you think you are up to the challenge? Or would you like to   learn more and stretch your skills and career?  
 
 
We are looking for an experienced, customer obsessed Technical Program  Manager who is able to collaborate effectively with a technical team and  be responsible for key aspects of the software customer experience on a  new consumer service. In this role you, will lead the definition, and  shepherd the development, of new features as well as important  optimizations to the service. The role is inherently cross-functional:  you will work closely with a high-energy team of software engineers,  program managers, user experience designers, marketers, customer service  leads as well as internal & external product stakeholders across  the company. This role is a good fit for someone who thrives in a  dynamic environment, is both creative and technical, and who is  sensitive to (or understands) the diverse perspectives of stakeholders  and works with them to resolve differences. 

We are open to hiring candidates to work out of one of the following locations:

Banagalore, KA, IND","- 5+ years of project management disciplines including scope, schedule, budget, quality, along with risk and critical path management experience
- Experience managing projects across cross functional teams, building sustainable processes and coordinating release schedules
- Experience defining KPI's/SLA's used to drive multi-million dollar businesses and reporting to senior leadership",,,
amazon,02-02-2024 12:41,1706855399-15,"Technical Program Manager-III, Tax Services",https://amazon.jobs/en/jobs/2544935/technical-program-manager-iii-tax-services,"Bengaluru, KA, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted December  8, 2023(Updated 40 minutes ago)",,#NAME?,"Would you like to   work on one of the world's largest transactional distributed systems?        
 
        How about working with customers and   peers from the entire  range of Amazon's business on cool new features?   Whether you're  passionate about building highly scalable and reliable systems   or a  software developer who likes to solve business problems, Tax Services is  the place for you.        
 
       Tax Services responsible for  the tax   calculation platform, we provide the core services that  calculate the   accurate amount of transactional taxes (sales tax and  VAT) on Amazon. We   thrive on providing the correct tax amounts to the  customer at order time, and   make sure audit records are stored safely  to meet tax law requirements around   the globe. Our challenges include  staying on top of the complex and   ever-changing global tax rates and  laws as well as computing calculations   correctly and quickly,  thousands of times a second, and each one needs to be   right.        
        We are looking for software engineers who   thrive on complex  problems and relish the challenge of operating complex and   mission  critical systems under extreme loads. Our systems manage hundreds of    millions of records, and responds to millions of service requests per    minute. 
 
Ã‚ Do you think you are up to the challenge? Or would you like to   learn more and stretch your skills and career?  
 
 
We are looking for an experienced, customer obsessed Technical Program  Manager who is able to collaborate effectively with a technical team and  be responsible for key aspects of the software customer experience on a  new consumer service. In this role you, will lead the definition, and  shepherd the development, of new features as well as important  optimizations to the service. The role is inherently cross-functional:  you will work closely with a high-energy team of software engineers,  program managers, user experience designers, marketers, customer service  leads as well as internal & external product stakeholders across  the company. This role is a good fit for someone who thrives in a  dynamic environment, is both creative and technical, and who is  sensitive to (or understands) the diverse perspectives of stakeholders  and works with them to resolve differences. 

We are open to hiring candidates to work out of one of the following locations:

Banagalore, KA, IND","- 5+ years of project management disciplines including scope, schedule, budget, quality, along with risk and critical path management experience
- Experience managing projects across cross functional teams, building sustainable processes and coordinating release schedules
- Experience defining KPI's/SLA's used to drive multi-million dollar businesses and reporting to senior leadership",,,
amazon,02-02-2024 12:41,1706855402-16,"Business Intelligence Engineer, WHS Data",https://amazon.jobs/en/jobs/2537484/business-intelligence-engineer-whs-data,"Maharashtra, MH, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 30, 2024(Updated 43 minutes ago)",,"- Bachelor's degree in BI, finance, engineering, statistics, computer science, mathematics, finance or equivalent quantitative field
- 3+ years of analyzing and interpreting data with Redshift, Oracle, NoSQL etc. experience
- Experience with data visualization using Tableau, Quicksight, or similar tools
- Experience with data modeling, warehousing and building ETL pipelines
- Experience in Statistical Analysis packages such as R, SAS and Matlab
- Experience using SQL to pull data from a database or data warehouse and scripting experience (Python) to process data for modeling","At Amazon, the Leadership Principle “Strive to be Earth’s Best Employer” challenges us to create “a safer, more productive, higher performing, more diverse, and more just work environment,” and reinforces that nothing is more important than the safety and well-being of our teams. At Workplace Health and Safety (WHS) we strive to do just this. We work tirelessly to ensure we have the appropriate strategy, technology, and attitude to be successful. We also understand that people are at the center of safety and look to invest in talent that shares in our passion for making our employees and partners lives better.

The WHS Data team is hiring a Business Intelligence Engineer (BIE). The Data team spans the Business Intelligence (BI) and Data Engineering (DE) functional areas, and is responsible with providing all reporting solutions required by the WHS Organization to drive workplace safety and regulatory compliance worldwide. This BIE role will primarily support the data and reporting needs for the program teams in the WHS Organization. This role regularly requires close engagement with senior leaders and principal PMs to generate insights and deep dives into core metrics that directly impact organizational strategic decisions and priorities. The role requires high proficiency in complex SQL scripting, often joining together multiple types of data sets that range from normalized summaries to raw information spanning many diverse sources. The role will need to have a high bar for ownership and work autonomously to create high-quality products for the customer. The role is required to communicate project roadmap, prioritization, and release notes of new products with customer and stakeholder groups including leadership.

Key job responsibilities
-Contribute to the design, implementation, and delivery of BI solutions for complex and ambiguous problems
-Conduct deep dive analyses of business problem statements and formulate conclusions and recommendations to leadership
-Identify opportunities and key criteria to drive analytical reporting and business strategy
-Produce written recommendations and insights for key stakeholders that will help shape effective metric development and reporting
-Simplify and automate reporting, audits, and other data-driven activities
-Partner with Data Engineering to enhance data infrastructure, data availability, and broad access to customer insights
-Develop and drive best practices in data integrity, consistency, analysis, validations, and documentation
-Learn new technology and techniques to meaningfully support product and process innovation

We are open to hiring candidates to work out of one of the following locations:

Bangalore, KA, IND","- Master's degree in BI, finance, engineering, statistics, computer science, mathematics, finance or equivalent quantitative field
- Experience with AWS solutions such as EC2, DynamoDB, S3, and Redshift
- Experience in data mining, ETL, etc. and using databases in a business environment with large-scale, complex datasets
- Knowledge of advanced skills in Excel as well as any data visualization tools like Tableau or similar BI tools (familiarity with Tableau preferred)",,,
amazon,02-02-2024 12:41,1706855405-17,"Sr. HR Business Partner, Fulfillment Center",https://amazon.jobs/en/jobs/2526973/sr-hr-business-partner-fulfillment-center,"Maharashtra, MH, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 30, 2024(Updated about 1 hour ago)",,"·         Proven skill in the operation and utilization software such as Microsoft Word for Windows, Excel, etc. 
  ·         Able to travel, as appropriate 
  ·         Ability to analyze organization and individual needs and create the most cost-effective package to meet them 
  ·         Experience with assessing executive talent and filling technology/operations/management positions 
  ·         Proven understanding of the role and functions of a human resource office within a corporate operations structure 
  ·         Broad experience and specific knowledge of human resource theory, functions and practice; performance appraisal systems and staff development 
  ·         Proven ability to use initiative in carrying out tasks 
  ·         Proven ability to prioritize tasks and to organize workload to assure that short timelines are met while having frequent interruptions 
  ·          Exposure to multi-state and international employment laws","About Amazon 
  
  
 Amazon.com strives to be Earth's most customer-centric company  where people can find and discover virtually anything they want to buy  online. By giving customers more of what they want - low prices, vast  selection, and convenience - Amazon.com continues to grow and evolve as a  world-class e-commerce platform. Amazon's evolution from Web site to  e-commerce partner to development platform is driven by the spirit of  innovation that is part of the company's DNA. The world's brightest  technology minds come to Amazon.com to research and develop technology  that improves the lives of shoppers and sellers around the world.  
 Amazon currently has presence in India (www.india.amazon.com) by  way of Development Centers across three locations; Bangalore, Chennai  and Hyderabad, which works on complex technology and operations  challenges that directly drive business on Amazon.com. In addition to  this, there are retail teams that strive towards providing world class  customer experience to our customers across www.amazon.in and www.junglee.com, followed by a dynamic operations team that ensures customer orders are fulfilled and delivered on time.  
 
    
 Summary Description 
  
 The individual will implement HR plans and solutions in  order to achieve strategic business initiatives and deliver results. The  candidate will possess the ability to complete high volumes of tasks  with minimal guidance or supervision and deadline sensitivity. As such,  the candidate must be skilled at anticipating problems, creating  contingency plans, managing multiple priorities, problem solving and  organizing logistics. Key to the position is the ability to keep the  team organized, prioritized and on time while also serving as a ""go to""  for all areas and departments which dovetail with HR. This candidate  will help foster a cooperative and communicative atmosphere. 
  
 Roles and Responsibilities 
  

 - Implement employee surveys and questionnaires; help      HRBP’s in analysis and action planning based on survey results

 - Responsible for onboarding and partnering with the      recruitment team in hiring associates based on business forecasts. 

 - Partner with business leaders and other support      functions to maintain a highly motivated and engaged workforce

 - Implement new policies, procedures and programs in      support of Business

 - Be the first point of contact for all employee      grievances  and partner with the HR Business Partner in conducting      necessary  investigations. 

 - Provide MIS support for Attrition analysis, includes-       analyzing Exit interview , observe trends and highlight important  aspects,      prepare and publish dashboards

 - Drive engagement initiatives like – New hire Buddy/       mentoring program, Voice of Employee, Round tables and Brown Bag session       and R&Rs

 - Partner with HRBPs to drive Career pathing sessions/      initiatives

 - Support the L&D team in conducting training needs      assessment for employees across levels

 - Responsible in conducting regular vendor audits to      ensure labor compliance. 

 - Responsible for statutory compliance

We are open to hiring candidates to work out of one of the following locations:

Lucknow, UP, IND","Mandatory requirement: 
    
   - Candidates      should have a work experience of 6 to 8 years in relevant HRBP domain
 - HRBP / Mfg. HR experience is a mandate, experience in employee relations, adept at HR statutory compliance, performance management,      talent management, HR projects, succession planning, etc.
 - Education:      MBA or Master's Degree in HR/Social Work/ from B schools",,,
amazon,02-02-2024 12:41,1706855407-18,HR Business Partner - AMZL,https://amazon.jobs/en/jobs/2544959/hr-business-partner-amzl,"Bangalore, KA, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 29, 2024(Updated about 1 hour ago)",,"Preferred Qualifications 
-Knowledge of local language will be an advantage
-Prior experience in handling contingent workforce would be an added advantage.
-Ability to influence and partner with different levels of the organization to achieve results.
-Effective business and HR acumen, including Creative problem solving skills, critical thinking, and analysis.
-Up to date understanding of Labor related laws and statutes.
-Prior experience in a manufacturing, warehousing, pharmaceutical or automotive would be ideal
-Should be proficient in using MS Office, Excel and data related tools.","Summary Description

The individual will implement HR plans and solutions in order to achieve strategic business initiatives and deliver results. The candidate will possess the ability to complete high volumes of tasks with minimal guidance or supervision and deadline sensitivity. As such, the candidate must be skilled at anticipating problems, creating contingency plans, managing multiple priorities, problem solving and organizing logistics. Key to the position is the ability to keep the team organized, prioritized and on time while also serving as a ""go to"" for all areas and departments which dovetail with HR. This candidate will help foster a cooperative and communicative atmosphere.



Roles and Responsibilities
 
 -The individual will be responsible for both HR Business Partnering as well creating people mechanisms to bring in employee voice from the floor and drive action planning to ensure good associate experience .

 -Building manager capability on key PXT processes and conducting need-based refresher trainings aligned to org. priorities.

-Partner with business leaders and other support functions to maintain a highly motivated and engaged workforce

-Implement new policies, procedures and programs in support of Business

-Be the first point of contact for all employee grievances and partner with the HR Business Partner in conducting necessary investigations.

 -Data analytics on daily people processes such as  Attrition, includes- analyzing Exit interview , observe trends and highlight important aspects, insights on the pulse of the place to make an impact to the overall culture 

-Drive engagement initiatives like – New hire Buddy/ mentoring program, Voice of Employee, Round tables and Brown Bag session and R&Rs

-Support the OTD team in conducting training needs assessment for employees across levels

-Responsible in conducting regular vendor audits to ensure labor compliance

-Responsible for statutory compliance


Key job responsibilities
3 to 5 years’ experience in the areas of HR, L&D or other related areas Post graduate degree in HR  with effective communication skills, ability to work with and influence multiple stakeholders Hands-on approach Success in creating, driving and program managing effective development, employee relations, retention and reward programs Enthusiastic team player with a thoughtful drive to create a positive work environment Ability to identify problems and drive appropriate solutions independently

We are open to hiring candidates to work out of one of the following locations:

Mumbai, MH, IND","Preferred Qualifications 
-MBA /MA/MSW in HR
-Prior experience in handling contingent workforce would be an added advantage
-Willingness to travel across UP as appropriate",,,
amazon,02-02-2024 12:41,1706855410-19,"Category Manager, IN Shoes",https://amazon.jobs/en/jobs/2544975/category-manager-in-shoes,"Bangalore, KA, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 29, 2024(Updated about 1 hour ago)",,"- 3+ years of with Excel experience
- 5+ years of retail, operations, product or program management, or business management/consulting with negotiations and delivering results experience
- Bachelor's degree, or 3+ years of professional or military experience
- Experience with financial analysis and P&L ownership","Amazon.com strives to be Earth's most customer-centric company  where people can find and discover virtually anything they want to buy  online. The Category Manager will work on offering dedicated support to  top-tiered brands to grow with Amazon by identifying and improving key  customer inputs for growth such as content, marketing and stock  availability among others. Apart from this, the Category Manager will  also help brands leverage Amazon’s tools and programs to improve on  their business inputs. 
We are seeking creative, goal-oriented and highly entrepreneurial people to join our exciting and fast-paced team.  
  
About the Role: 
   
Category Managers at Amazon have end to end responsibility of the customer experience and growth of their category. Amazon strives to present its customers with the widest selection of products at the best prices. Category managers anticipate their customer needs and incorporate them into the business roadmap and own end-to-end execution with stakeholders including brands and sellers. They will also drive major changes or enhancement for customer experience influencing category needs based on their knowledge of competitive trends in the marketplace and other macro environment data.

Responsibilities Include
The successful candidate will be the business owner, with responsibility for signing the right mix of selection in partnership with sellers, adding unique selection, driving traffic conversion, relevant promotion constructs while delivering top notch customer experience on catalog as well. She/he must be an effective leader and communicator working with our most important partners, as well as with internal colleagues and groups. She/he will have strong business judgment with a track record of strong ownership values and relationship management skills. This position offers an exciting opportunity to work on a new business challenge.

As a Category Manager in Shoes, you will focus on delivering a world-class customer experience and exceptional sales and margin growth for the sub-categories that you are responsible for as we rapidly expand and grow our selection from around the world.

The person who joins this team in this position must share our passion and commitment for serving our customers. This ideal candidate should have experience in forging and building stakeholder relationships. Some understanding of planning product cycles and selling online is preferred. The right candidate will be flexible, action and results oriented, self-starting and have strong analytical skills. He or she must have a proven track record in taking ownership, driving results and moving with speed to implement ideas in a fast-paced environment. He should be entrepreneurial with the confidence to make independent, data-driven decisions.
 
The candidate must demonstrate the ability to succeed at:

Defining and implementing strategies
Driving an online business
Managing internal and external stakeholders
Planning and forecasting
He or she must be able to develop clear thinking and business rationale for new features & services to bring customers ease-of-use and innovation with a razor sharp focus on solving for the customer while driving operational excellence in execution. The candidate must be an effective communicator in working with some of Amazon’s most important partners and vendors, as well as with internal colleagues and groups. The candidate must have a desire to participate in change and appreciate a dynamic environment with rapidly changing priorities. We are seeking someone with demonstrated history of successful project ownership using customer data to identify and prioritize opportunities.

Candidate will own one of the critical businesses for Footwear business responsible for success of both immediate as well as long term strategy.


We are open to hiring candidates to work out of one of the following locations:

Bengaluru, KA, IND","- Experience managing large data sets and utilizing to drive performance and process improvements
- Experience in vendor negotiations, pricing and promotion, inventory management, and product development",,,
amazon,02-02-2024 12:41,1706855412-20,"Sr. Program Manager, Amazon Ads",https://amazon.jobs/en/jobs/2544969/sr-program-manager-amazon-ads,"Bangalore, KA, IND",,,,,https://amazon.jobs/en/search?offset=0&result_limit=10&sort=relevant&country%5B%5D=IND&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&,,"Posted January 29, 2024(Updated about 1 hour ago)",,#NAME?,"About Amazon Ads
With millions of customers visiting us every day to find, discover, and buy products, Amazon is obsessed with making the shopping experience the best it can be – and advertising is part of that experience. We are a fast-growing team within Amazon and strive to make advertising so relevant that customers welcome it – on Amazon and across the web. We put the customer at the heart of everything we do.
If you’re obsessed with being a part of digital Ads that informs instead of interrupts; that helps brands deliver great products and brands; and that empowers customers take informed purchase decision, then we want you to come join us and make Amazon Ads even better.

About the Role
Advertisers and agencies are 2 key customers of Advertising business. We have product solutions that help them with insights, and drive productivity in their Ads account management process.  
We are looking for a hands-on, detail-oriented, analytical, and highly-motivated Business Manager (Sr. Program Manager) to help build and scale these product solutions amongst its users. The Sr. Program manager will be part of close knit team of Product and Program managers supported by a dedicated tech team, working together to a) enhance the product through features & insights making it simpler to use and easier to action on b) scale the product’s adoption amongst its users (advertisers & agencies, and internal stakeholders) c) drive deeper product usage working with both external users and internal stakeholders.  

Responsibilities:
  The three key areas of responsibility are:
  
1) Program Management
  •       Own and drive  the product adoption and engagement across advertisers/ agencies and  internal stakeholders
  •       Set up and implement processes (SOPs) to (i) onboard users, (ii) train them and (iii) help them derive analytical insights from the data we show
  •       Conduct training sessions for new and existing users 
  •       Closely partner with Advertisers/ Agencies and internal ad sales team, understand their priorities and act as an product consultant leveraging data/insights from the product to come up with potential advertising opportunities
  •       Periodically monitor and review performance and take corrective actions
  •       Resolve queries and requests from users on how to use and leverage the product
  
2) Own/Influence the Product charter
  •       Work with customers to identify gaps &  friction points and partner with Product & Tech team to actively contribute towards the Product roadmap
  •       Being the Product owner for developing specific features/insights by owning the requirements, proposed user experience, data sources and work with tech team through the development lifecycle.
   
3) Marketing
  •       Work with Marketing team and create relevant and actionable user communication and content
  •       Own and execute customer facing marketing initiatives including channel specific content strategy, outbound marketing, case studies etc.

Basic Qualifications
  •       Ability to deep-dive into a problem; strong analytical skills required.
  •       Should index high on influence without authority and Earn trust.
  •       Very High degree of Ownership and Bias for Action
  •       Good presentation skills; need to be able to present to CXOs of brands/ agencies/ Sr. leaders
  •       Strong process orientation; ability to find efficient solutions to problems and automate tasks
  •       Strong stakeholder management experience; ability to work cross-functionally and with a wide range of employees with different skill sets; 
  •       Ability to thrive and perform in an ambiguous setting; sound judgment and flexibility in balancing business requirements, tight deadlines, and keeping people and projects moving on schedule

We are open to hiring candidates to work out of one of the following locations:

Bengaluru, KA, IND","- 2+ years of driving process improvements experience
- Master's degree, or MBA in business, operations, human resources, adult education, organizational development, instructional design or related field",,,
