Company name,05-02-2024 11:44,web-scraper-order,Job Title,Job Title Url-href,Job Location,jobtype,skills,salary,nofopenings,Deloittelogo-src,companylog,Posted time,Experience,Qualification,Description,prefered,prefered,prefered,prefered
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188610-1,Consulting-ET&P-SAP FICO-Senior Consultant,https://jobsindia.deloitte.com/job/Bengaluru-Consulting-ET&P-SAP-FICO-Senior-Consultant/20575944/,"Location: 
        

    Bengaluru",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",Accounts Receivable / FSCM,GL – New GL with Segment Reporting,"What impact will you make?

 

Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Deloitte is where you’ll find unrivaled opportunities to succeed and realize your full potential

 

Deloitte is where you’ll find unrivaled opportunities to succeed and realize your full potential.

 

The Team

 

How can you thrive when nonstop disruption keeps redefining

 possibilities? You should reimagine more than business processes. You should reimagine everything—relationships, data, markets, the workforce, and more. Deloitte can show you how—and help you deliver results with SAP solutions.

Our SAP Practice offers a complete range of services — from business case development and system design to configuration, testing and deployment .SAP offerings include – SAP ECC, CRM, SRM, ICH, Portal, Net weaver, BO, SAP Development and BASIS & Infrastructure and covers all functional areas and industry verticals. Learn more about our Technology Practice.



 

Work you’ll do

 

The primary role of a Manager is to make immediate, direct contributions to enhancing our clients’ competitive position and performance in ways that are distinctive, innovative, and sustainable. 

To do this, one must perform the following activities as a Manager within the firm:

SAP FI Professional should have:


	SAP FICO Consultant at Deloitte is responsible for ensuring quality solutions are provided to our clients which not only solve the problem at hand but also have longevity and can be easily maintained. Few of the key areas a FICO Consultant is involved in are mentioned below:
	Conduct As-Is and To-Be business process workshops while working on implementation/support project
	Map Business Processes to SAP
	Configure SAP to reflect the business requirements.
	Write Functional Specification / Configuration documents.
	Exhibit effective communication while working with cross-functional and technical teams
	Cross process area experience in Product Costing, FSCM, FICA, PSCD and FSCD
	Domain experience is required for Senior Consultant but is good to have for consultant
	GL – New GL with Segment Reporting
	Accounts Receivable / FSCM
	Accounts Payable / Banking
	Cost Center Accounting, Cost Element Accounting & Internal Orders
	Project Systems
	Investment Management
	Asset Accounting
	Product Costing  
	COPA
	FICA, PSCD, FSCD
	Cash Management
	Cash Management
	Treasury
	Worked on implementation/support project of the most recent version
	Should have run Blueprint Workshop and should be able to map Business Processes to SAP.
	Should have Industry Experience.
	Should be aware on the Support Project Lifecycle. Should support finance issues from various areas like Asset, GL, PTP, CTC and Month end Process. Should have consulting skills, business knowledge and technical expertise to interact with client, propose solution and in finance framework or enhancing the finance related process
	Experience in Information Technology Infrastructure Library (ITIL) service management processes
	Experience in ITSM tools and methodologies
	
	Qualifications
	
	Graduate degree (Science or Engineering) from premier institutes.
	7 to 12 years of relevant experience in management or consulting oriented environment.
	Willingness to travel for short and long term durations.
	Strong communication skills (written & verbal).
	Willingness to travel for short and long term durations.


 

 

Your role as a leader

 

At Deloitte India, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters. 


	Builds relationships and communicates effectively in order to positively influence peers and other stakeholders
	Identifies and embraces our purpose and values and puts these into practice in their professional life
	Seeks opportunities to challenge self; teams with others across businesses and borders to deliver 


and takes accountability for own and team results


	Understands objectives for clients and Deloitte, aligns own work to objectives and sets personal priorities
	Develops self by actively seeking opportunities for growth, shares knowledge and experiences with others, 


and acts as a strong brand ambassador

 

How you’ll grow

 

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help build world-class skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Centre

 

Benefits

 

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.

 

Our purpose                                                                                                                 

                                                                                                                 

Deloitte is led by a purpose: To make an impact that matters. 

 

Every day, Deloitte people are making a real impact in the places they live and work. We pride ourselves on doing not only what is good for clients, but also what is good for our people and the 

 

Communities in which we live and work—always striving to be an organization that is held up as a role model of quality, integrity, and positive change. Learn more about Deloitte's impact on the world

 

Recruiter tips

 

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.",,,,-
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188615-2,Consulting - ET&P - Consultant - PeopleSoft Campus Solution Technical,https://jobsindia.deloitte.com/job/Bengaluru-Consulting-ET&P-Consultant-PeopleSoft-Campus-Solution-Technical/20570344/,"Location: 
        

    Bengaluru",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"Job Description:


	A bachelor’s degree in computer science (or equivalent stream) or MCA degree from a recognized University
	Experience in Higher Education industry preferably in ASEAN and APAC regions
	5+Years’ experience in the implementation/support/upgrade of PeopleSoft Campus Solution
	Expensive knowledge and hands on experience on below technical areas:
	
		People Code
		Application Engine
		Component Interface
		Application Package
		XML Publisher
		SQR
		Integration Broker
	
	
	Good knowledge on at least 2 of below Campus Solution Modules:
	
		Recruiting and Admissions
		Student Records
		Academic Advisement
		Student Financials
		Contributor Relationship
		Campus Community
		Campus Self-Service
	
	


Must Have:


	Experience in Higher Education and experience in 2-3 implementation project
	Ability to understand the client requirements
	Ability to create the solution design document and end to flow of business processes


Nice to Have


	Knowledge of PeopleSoft HCM and PeopleSoft Financial module",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188620-3,Consulting-ET&P:SAP-SAP SD-Senior Consultant,https://jobsindia.deloitte.com/job/Mumbai-LCP-Consulting-ET&PSAP-SAP-SD-Senior-Consultant/20121644/,"Location: 
        

    Mumbai - LCP",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"SAP SD

experience required is 6-9 years",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188626-4,Consulting - ET&P - Manager - PeopleSoft Campus Solution SME,https://jobsindia.deloitte.com/job/Bengaluru-Consulting-ET&P-Manager-PeopleSoft-Campus-Solution-SME/20570144/,"Location: 
        

    Bengaluru",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"Job Description:


	A bachelor’s degree in computer science (or equivalent stream) or MCA degree from a recognized University
	Experience in Higher Education industry preferably in ASEAN and APAC regions
	10+Years’ experience in the implementation/support/upgrade of PeopleSoft Campus Solution
	Extensive knowledge on at least 2 of below Campus Solution Modules:
	
		Recruiting and Admissions
		Student Records
		Academic Advisement
		Student Financials
		Contributor Relationship
		Campus Community
		Campus Self-Service
	
	


Must Have:


	Experience in Higher Education and experience in 4-5 implementation project
	Ability to understand the client requirements
	Ability to create the solution design document and end to flow of business processes


Nice to Have


	Knowledge of PeopleSoft Financial module",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188631-5,Consulting-SAMA-Senior Consultant-GBS,https://jobsindia.deloitte.com/job/Bengaluru-Consulting-SAMA-Senior-Consultant-GBS/16815044/,"Location: 
        

    Bengaluru",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"Location: Delhi/Mumbai/Bengaluru/Pune

Work you’ll do

 

The primary role of the Senior Consultant is to make direct contributions to the client engagement in GBS/GIC/Captive advisory around offshoring strategy, operating models, driving transformation programs, sourcing strategy, and vendor portfolio optimization. The Senior Consultant would be responsible for managing discrete workstreams within a broader engagement.

 

The responsibilities of the current role would require the candidate to:


	Works closely and collaboratively with teams in areas such as GIC setup by strategizing across design, build, run, transform, and innovate spectrum for Technology or BPM (Finance, Procurement) functions
	Leverages working and market knowledge of IT outsourcing, BPO/BPM, GIC, and shared services operating models
	Works with the engagement lead to identify an approach to achieve client objectives and develop a roadmap for long-term implementation
	Lead a workstream(s) on a project with a small client team to execute the defined plan
	Drives secondary research and develop insights to achieve project/workstream objectives
	Carry out detailed analysis of client and secondary data, and create deliverables in tools such as PowerPoint, Excel, and Tableau / Power BI
	Communicate analysis, recommendations, and status updates in both written and oral communication with internal and client leadership
	Identify challenges and risks of running such programs and mitigation steps
	Works closely and collaboratively with teams to analyse client operations, gather data, brainstorm potential options, and make a recommendation
	Assist senior members of the team to take strategic decisions and manage, build, and leverage client relationships
	This role could be based out of Delhi-NCR/Bangalore/Hyderabad/Mumbai/Pune


Qualifications


	Candidate should have a post-graduation degree from a top-tier institute, with a minimum of 3-5 years of relevant work experience, and the ability to meet each of the following criteria
	Strong academic credentials for both undergraduate and graduate coursework
	A strong and demonstrated interest in consulting (internal or external), especially in thinking through large and complex programs
	Strong command over analytical tools such as MS Excel; Proficient user of MS PowerPoint
	A base level of knowledge in finance, operations, and emerging technologies
	Strong interpersonal and communication skills, both written and verbal
	Project management skills
	Willingness and ability to take initiative and learn independently",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188636-6,Consulting - BO - OT- CPM Power - Con,https://jobsindia.deloitte.com/job/Bhubaneshwar-CEC-Consulting-BO-OT-CPM-Power-Con/17271744/,"Location: 
        

    Bhubaneshwar-CEC",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"Profile requirements:


	3 - 4 years of experience in Project Management, preferably in thermal power plant projects with understanding of construction project lifecycle encompassing planning, monitoring, inter-discipline coordination & resource planning
	Qualification - B.Tech (Mechanical / Electrical / Instrumentation Engg) + PG in construction management / PMP certification
	Good written & oral communication skills
	Notice period flexibility of 30-45 days
	Willingness to travel to project site in Odisha


Broad JD


	Support in preparing & monitoring functional schedules for functional streams (mech/ E&I/ Commissioning) with focus on sequencing, durations, dependencies, constraints & resource requirement
	Monitor & manage operations in functional discipline covering fabrication, erection, testing & commissioning activities at site
	Support in risk identification & mitigation and stakeholder management
	Discussions with contractors to review progress, understand concerns & developing mitigation actions
	Inter discipline coordination for engineering, procurement & construction
	Support preparation of MIS, progress reports, exception reports, reporting templates etc",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188641-7,Consulting_DCM_DC_CRMNext_Senior Consultant,https://jobsindia.deloitte.com/job/Bengaluru-Consulting_DCM_DC_CRMNext_Senior-Consultant/15323444/,"Location: 
        

    Bengaluru",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024","Exercise end-to-end ownership of the digital products – starting from ideation till expiry, using the DevOps model with as less hand offs as possible","Knowledge on sub areas of Banking and Capital Markets like Payments, Open Banking, Retail bank of the future, digital banking, digital lending etc. is a plus","Please find below the updated JD for FS Tech CRM Next Manager / Sr. Con role 

 

The primary role of a Manager / Sr. Consultant is to be responsible for managing specific sub-work stream (or sub-modules) within a broader project.

Consultants on engagements report into the team lead, who in turn are responsible for end-to-end delivery of the sub-work stream allocated to them. The responsibilities of Manager / Sr. Con can include:


	Self-starter and independently lead client conversations for solutions
	Bring strong industry understanding in BFSI market in India, pioneering digital transformation engagement, especially CRM strategy and implementation, vendor assessment and define the digital state for the client. 
	Technical expertise in building high-performing, scalable, enterprise-grade CRM applications
	Work with the technology team to define the next gen CRM architecture and across all types of modules (e.g., lead management, sales management, service management, campaigns, customer 360 etc.) and all types of banking channels and products
	Experience working with an agile development team. Good knowledge of industry standard project management methodologies
	Experience in evaluation of internal functions, governance, IT maturity, business development strategies, and IT processes and suggesting improvements.
	Experience in suggesting ideas to reduce costs in IT and business leadership, providing guidance on business architecture, application rationalization and systems processing
	You have conceptualized and implemented (incl. 3rd party integrations) several of the following: digital service concepts, API Banking infrastructure, digital banking/lending platforms, self-service platforms, smartphone applications, chatbots, voice propositions
	Knowledge on sub areas of Banking and Capital Markets like Payments, Open Banking, Retail bank of the future, digital banking, digital lending etc. is a plus
	Exercise end-to-end ownership of the digital products – starting from ideation till expiry, using the DevOps model with as less hand offs as possible
	Achievement of ambitious targets for growth, utilization, and operational excellence and consistent implementation of Deloitte policies and tools to enable these priorities while supporting the engagement of our people


 

 

Qualifications

 


	5+ years for Sr Con and 8+ yrs for Manager of overall client facing experience in developing and architecting digital driven solutions that help optimize traditional processes across BFSI clients in India or outside
	Experience in leading technical and business teams for successful CRM implementation. Must have performed the architect role for at least one implementation projects 
	Must possess expert level CRM Next platform knowledge 
	A bachelor's degree in information technology or a related field
	Strong communication skills, power point and Excel advance level knowledge 
	TOGAF and Agile certifications would be an added advantage


 

 

Your role as a leader

At Deloitte India, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters.

In addition to living our purpose, Manager across our organization:


	Ability to integrate customer needs, technical possibilities and business requirements to solve complex problems
	Ability to leverage expertise in a technical domain to enable client’s strategic agenda
	Ability to identify and solve problems objectively using analysis, experience and judgment
	Ability to articulate how technology enables and differentiates the business and communicate this effectively to clients
	Ability to plan and execute a project / module to deliver a superior client experience
	Ability to develop relationships, establish credibility with and instil confidence in clients
	Ability to identify and transform opportunities into solutions that drive business value for our clients
	Ability to comprehend how the client’s business works and keep up-to-date on industry/sector trends and leading practices
	Ability to support the development and sale of Deloitte’s services to potential and current clients
	Influences clients, teams, and individuals positively, leading by example and establishing confident relationships with increasingly senior people
	Acts as a role model, embracing and living our purpose and values, and recognizing others for the impact they make
	Delivers exceptional client service; maximizes results and drives high performance from people while fostering collaboration across businesses and borders
	Understands key objectives for clients and Deloitte, aligns people to objectives and sets priorities and direction
	Develops high-performing people and teams through challenging and meaningful opportunities",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188647-8,Consulting- SAMA-SBD- Strategy (Consultant),https://jobsindia.deloitte.com/job/Mumbai-Consulting-SAMA-SBD-Strategy-%28Consultant%29/14459144/,"Location: 
        

    Mumbai",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"What impact will you make?

 

Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Monitor Deloitte is where you’ll find unrivaled opportunities to succeed and realize your full potential.

 

Monitor Deloitte is where you’ll find unrivaled opportunities to succeed and realize your full potential.

 

The Team

 

Monitor Deloitte works with the world’s largest corporations, governments and social sector organizations to drive growth on the issues that are most important to them. To that end, the organization has developed client advisory content and services in areas critical for growth: corporate and business unit strategy, customer and market strategy, pricing, innovation and digital programs.

 

Monitor Deloitte’s client engagements are predominantly in industries and organizations facing important—often profound—transitions. Monitor Deloitte typically works with entrepreneurs / promoters, Board Members, CEOs, business unit heads and other members of the senior management team. Client engagements may be as short as a few months, but often evolve into multi-year, wide-ranging and transformative professional relationships.

 

Monitor combined with Deloitte in 2013 in a global transaction to create Monitor Deloitte, the worldwide leader in strategy consulting. This deal combined Monitor’s highly influential brand, strong thought leadership, and top-notch talent with Deloitte’s extraordinary reach, access, and resources.

 

Learn more about Monitor Deloitte. 

 

Work you’ll do

 

As a consultant, you employ a ""business first"" lens and help clients address the evolving needs of their businesses. You are naturally curious, a problem solver, and comfortable with ambiguity. You demonstrate a breadth and depth of capabilities and are prepared to take on a range of business and organizational challenges.

The primary role of an Analyst is to make immediate, direct contributions to enhancing our clients’ competitive position and performance in ways that are distinctive, innovative, and sustainable.

Their responsibilities can include:

 


	Working with Partners, Managers, and clients to develop hypotheses and work plans that address project objectives;
	Managing data collection and analysis;
	Developing insights from the analytical process and integrating the module's findings into the broader project work;
	Communicating analysis and recommendations in both written and oral communication with internal and client leadership


 

Qualifications


	A strong and demonstrated interest in consulting
	A base level of knowledge in business strategy, marketing, finance, operations, and data analysis techniques 
	Excellent academic credentials for both undergraduate and graduate coursework 
	Outstanding interpersonal and communication skills, both written and verbal


 

Your role as a leader

 

At Monitor Deloitte, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters.

 


	Builds own understanding of our purpose and values; explores opportunities for impact
	Understands expectations and demonstrates personal accountability for keeping performance on track
	Actively focuses on developing effective communication and relationship-building skills
	Understands how their daily work contributes to the priorities of the team and the business.
	Demonstrates strong commitment to personal learning and development; acts as a brand ambassador to help attract top talent


 

How you’ll grow

 

Our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help build world-class skills in addition to hands-on experience in the global, fast-changing business world, from on-the-job learning experiences to formal development.

 

Programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Centre.

 

Benefits

 

We know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.

 

 

 

Our purpose                                                                                                             

                                                                                                                   

Deloitte is led by a purpose: To make an impact that matters. 

 

Every day, Deloitte people are making a real impact in the places they live and work. We pride ourselves on doing not only what is good for clients, but also what is good for our people and the communities in which we live and work—always striving to be an organization that is held up as a role model of quality, integrity, and positive change. Learn more about Deloitte's impact on the world.

 

 

Recruiter tips

We want job seekers exploring opportunities at Monitor Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188652-9,Consulting-SAMA-Manager-GBS,https://jobsindia.deloitte.com/job/Bengaluru-Consulting-SAMA-Manager-GBS/16803744/,"Location: 
        

    Bengaluru",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,,"Location: Delhi/Mumbai/Bengaluru/Pune

Work you’ll do

 

The primary role of a Manager is to make direct contributions to the client engagement in GIC/Captive advisory around offshoring strategy, operating models, driving transformation programs, sourcing strategy, and vendor portfolio optimization, sourcing strategy, and vendor portfolio optimization.

 

As a Manager, you would be responsible to lead engagements, including planning and budgeting; manage engagement teams; define deliverable structure and content; facilitate buy-in of proposed solutions from client sponsors; and direct on-time, and quality delivery of work products.

 

The responsibilities of the current role would require the candidate to:


	Lead engagements in areas such as GIC setup by strategizing across design, build, run, transform, and innovate spectrum for Technology or BPM (Finance, Procurement) functions
	Lead IT-BPM outsourcing related programs (e.g., sourcing strategy, supplier rationalization and strategy, supplier governance) working closely with client stakeholders
	Leverage working and market knowledge of IT outsourcing, BPO/BPM, GIC, and shared services operating models
	Work closely and collaboratively with teams to analyse client operations, brainstorm potential options, and make recommendations
	Leverage standardized global program structure tools, templates, and methodologies and draw learnings from other geographies
	Assist leadership to take strategic decisions and manage, build, and leverage client relationships
	Further support leadership in developing portfolio offerings and assisting in sales pitch
	Carry revenue management along with tracking, managing sales pipeline and financial management (invoicing, plan vs actuals tracking, etc.) of ongoing engagements
	Contribute to the planning and resourcing for client pursuits and new projects
	Mentor junior team members across offerings on project work and delivering against team goals
	Create strong team of professionals by attracting external talent and strengthening the in-house team
	This role could be based out of Delhi-NCR/Bangalore/Hyderabad/Mumbai/Pune


Qualifications

Candidate should have a minimum of 8+ years of relevant work experience in GIC/Captive advisory for Technology and/or BPM (F&A, Procurement) functions, Outsourcing advisory, and PMO (PMO for multiple portfolios and stakeholders across geographies), and meets following criteria:


	Strong academic credentials for both undergraduate and graduate coursework
	A strong and demonstrated interest in consulting (internal or external), especially in thinking through large and complex programs
	Strong project management skills and experience in managing global clients including dealing with clients on a day-to-day basis and independently managing client interactions
	Understanding of prevalent trends in technology (DevOps, Agile, Cloud sourcing) and digital trends in BPM (Automation, AI) would be a plus
	Leadership qualities and the ability to mentor
	Willingness and ability to take initiative, learn independently and drive the team
	Outstanding interpersonal and communication skills, both written and verbal
	Proficient user of MS Suite (advanced Excel, PowerPoint and Word)",,,,
Deloitte Touche Tohmatsu India LLP,05-02-2024 11:44,1706188657-10,Consulting - BO - Operations Transformation - Consultant - Full-Stack developer with AWS,https://jobsindia.deloitte.com/job/Mumbai-LCP-Consulting-BO-Operations-Transformation-Consultant-Full-Stack-developer-with-AWS/20583544/,"Location: 
        

    Mumbai - LCP",,,,,//rmkcdn.successfactors.com/2cbbbe22/549abfb9-7fee-44c4-b699-b.jpg,,"Date: 
        

    Jan 25, 2024",,SNS etc.,"The Team

Deloitte’s Operations Transformation services help clients to reimagine and reconfigure the inner workings of their organization, enabling them to deliver on their corporate strategy, identify and capture new growth opportunities, and to surpass their business objectives. 

 

Work you’ll do

The professional will work in Deloitte India Consulting. The professional will need to develop a knowledge of the firm’s Consulting business, strategic priorities to enable sharing of insights, trends and escalation of issues/variances as appropriate. The professional will own sensing of new opportunities, analyse quantitative and qualitative data, synthesize findings, and demonstrate solid analytical and writing skills. The team’s projects are typically high-impact and high-visibility. Projects often involve collaboration across workstreams to ensure coordination and alignment. 

 

What impact will you make?

Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Deloitte is where you’ll find unrivalled opportunities to succeed and realize your full potential

 

How you’ll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help build world-class skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. 

 

Role: Consultant

 


	BE/MCA/BCA with 3-4 years of experience.
	Deep exposure to development of Cloud based IOT solutions.
	Hands on experience on AWS Cloud platform services
	
		AWS IOT Services
		SiteWise
		AWS Timestream
		Lambda
		Amplify
		Kinesis
		RDS
		DynamoDB
		SNS etc.
	
	
	Expertise in development of Node JS services 
	Development experience on React JS preferred.
	Expertise in Test Driven Development is a big advantage.
	Exposure to working in agile environments is preferred.


 Job Responsibilities


	Develop and enhance cutting edge applications / products.
	Develop application platform/framework components.
	Develop system documentation (high and low level)
	Conduct code reviews. 


 

Your role as a leader

 At Deloitte India, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters.

 


	Builds relationships and communicates effectively in order to positively influence peers and other stakeholders
	Identifies and embraces our purpose and values and puts these into practice in their professional life
	Seeks opportunities to challenge self; teams with others across businesses and borders to deliver and takes accountability for own and team results
	Understands objectives for clients and Deloitte, aligns own work to objectives and sets personal priorities
	Develops self by actively seeking opportunities for growth, shares knowledge and experiences with others, and acts as a strong brand ambassador 


 

Our purpose                                                                                                                                                                                                                              

Deloitte is led by a purpose: To make an impact that matters.

Every day, Deloitte people are making a real impact in the places they live and work. We pride ourselves on doing not only what is good for clients, but also what is good for our people and the communities in which we live and work—always striving to be an organization that is held up as a role model of quality, integrity, and positive change.

Learn more about Deloitte's impact on the world",,,,
